id,name,waterwayName,video_url_1,video_url_2,video_url_3,video_url_4,video_url_5
cmlhbjrrb0011m2mb7wkob1wv,Moose Factory,Moose River,https://www.youtube.com/watch?v=iNBhfSdfvtQ,https://www.youtube.com/watch?v=Bhket9v2z24,https://www.youtube.com/watch?v=5wm3gRiA9C0,,
cmlhbjrrf0015m2mbj2bojm5s,Norway House,Lake Winnipeg,https://www.youtube.com/watch?v=IAuy6f3pXao,https://www.youtube.com/watch?v=XBvFWM3gG9Q,https://www.youtube.com/watch?v=uMz-6NVdv48,,
cmlhcpxjz0007m2a39z07cplj,Oxford House,Nelson River,https://www.youtube.com/watch?v=bHb7nvsGKBo,https://www.youtube.com/watch?v=_IEq03whiNI,https://www.youtube.com/watch?v=w_NguVDSLQc,,
cmlhci09i001pm2rx0nywnjr9,Point Grey (Vancouver Meeting Point),English Bay,https://www.youtube.com/watch?v=3Q5RagtgnmM,https://www.youtube.com/watch?v=nfyii9ic1VE,https://www.youtube.com/watch?v=XMGkF6vYhYQ,,
cmlhci08v001bm2rx1qzcbb7o,Port-Royal (Habitation),St. Lawrence River,https://www.youtube.com/watch?v=0wgqmHpK2tc,https://www.youtube.com/watch?v=zuPSz5BK1Kg,https://www.youtube.com/watch?v=jrOu8qDFYjw,,
cmlhcpxik0001m2a32ftvmlnd,Prince of Wales Fort,Churchill River (Saskatchewan),https://www.youtube.com/watch?v=g_nSf42BwSY,https://www.youtube.com/watch?v=rGygC18HfXs,https://www.youtube.com/watch?v=cI9JhnMAL-U,,
cmlhasls4001zm2zhg7ahjwlx,Quebec City,St. Lawrence River,https://www.youtube.com/watch?v=2ZiVRt_S2fU,https://www.youtube.com/watch?v=5JbmGhS84WM,https://www.youtube.com/watch?v=HhT9Jz5p4dw,,
cmlk1oht50009m2atw1lxbena,Rat Portage,Lake Winnipeg,https://www.youtube.com/watch?v=IAuy6f3pXao,https://www.youtube.com/watch?v=XBvFWM3gG9Q,https://www.youtube.com/watch?v=uMz-6NVdv48,,
cmlhci08x001dm2rxttfhbqjr,Red Bay Basque Whaling Station,Strait of Belle Isle,https://www.youtube.com/watch?v=j6hJLI_Qgbg,https://www.youtube.com/watch?v=Whonzycnl40,https://www.youtube.com/watch?v=XIa4yt3kioQ,,
cmlhcpxka000dm2a38u2u5e1v,Rocky Mountain House,Saskatchewan River,https://www.youtube.com/watch?v=724EOMCRjhs,https://www.youtube.com/watch?v=1FipsvFkzuM,https://www.youtube.com/watch?v=GuKocrbyV8c,,
cmlhcpxoe001pm2a35trj97gi,Rocky Mountain House (NWC),Saskatchewan River,https://www.youtube.com/watch?v=724EOMCRjhs,https://www.youtube.com/watch?v=1FipsvFkzuM,https://www.youtube.com/watch?v=GuKocrbyV8c,,
cmlhcpxqm002pm2a38i7y4iyx,Rupert House (Fort Charles),James Bay,https://www.youtube.com/watch?v=y4GD4ckvijE,https://www.youtube.com/watch?v=XUO-bLE2YrQ,https://www.youtube.com/watch?v=ugGIPbDIkm4,,
cmlhasls40023m2zhzrnt7rr9,Sault Ste. Marie,Lake Superior,https://www.youtube.com/watch?v=eKQ6dLU7f3g,https://www.youtube.com/watch?v=mDCnduvku8w,https://www.youtube.com/watch?v=shfYWGqZMak,,
cmlhcpxng0019m2a3aeo031li,Sault Ste. Marie Post,Lake Huron,https://www.youtube.com/watch?v=YHstIA-PQKM,https://www.youtube.com/watch?v=Q7Q6tV6T7lE,https://www.youtube.com/watch?v=H94ApGZQ7IA,,
cmlk1ohtm000jm2atwndo0iu1,Slave Falls Portage,Lake Winnipeg,https://www.youtube.com/watch?v=IAuy6f3pXao,https://www.youtube.com/watch?v=XBvFWM3gG9Q,https://www.youtube.com/watch?v=uMz-6NVdv48,,
cmlhci095001hm2rxh06cgnow,Spanish Banks Beach,English Bay,https://www.youtube.com/watch?v=3Q5RagtgnmM,https://www.youtube.com/watch?v=nfyii9ic1VE,https://www.youtube.com/watch?v=XMGkF6vYhYQ,,
cmlhcpxol001tm2a3z4iparrf,Spokane House,Columbia River,https://www.youtube.com/watch?v=jdYIY6pT9Qs,https://www.youtube.com/watch?v=aaV7_BQ3k2s,https://www.youtube.com/watch?v=jHhS24ENiQM,,
cmlhbjrrk0019m2mbo76o9uph,Tadoussac,St. Lawrence River,https://www.youtube.com/watch?v=0wgqmHpK2tc,https://www.youtube.com/watch?v=zuPSz5BK1Kg,https://www.youtube.com/watch?v=jrOu8qDFYjw,,
cmlk1ohth000hm2atid2o0cto,The Pas Portage,Saskatchewan River,https://www.youtube.com/watch?v=724EOMCRjhs,https://www.youtube.com/watch?v=1FipsvFkzuM,https://www.youtube.com/watch?v=GuKocrbyV8c,,
cmligbl0q002cm20z7q06luf5,Upper Fort Garry,Red River,https://www.youtube.com/watch?v=jJ8j0GP05QU,https://www.youtube.com/watch?v=HKv7qO9cDNE,https://www.youtube.com/watch?v=ecXi9-jKWQQ,,
cmlhasls40021m2zhu35xikyc,York Factory,Hudson Bay,https://www.youtube.com/watch?v=MG9emfuTQVc,https://www.youtube.com/watch?v=6T_q7Ng6N14,https://www.youtube.com/watch?v=RnvWzeTAN3c,,
cmligbkv50007m20z56lg1di6,Abitibi River,,https://www.youtube.com/watch?v=IVmtiAxGgzI,,,,
cmligbkv20005m20zmpiyg4ag,Albany River,,https://www.youtube.com/watch?v=lkM8V7eciYo,https://www.youtube.com/watch?v=GxJe_vWODvA,,,
cmlhbjrq30009m2mbjvc52rym,Assiniboine River,,https://www.youtube.com/watch?v=fZ-LnRNggsM,https://www.youtube.com/watch?v=N90gFH3I1E0,https://www.youtube.com/watch?v=pvS2N-X9WWU,,
cmlhbjrpw0003m2mbmmpa8102,Athabasca River,,https://www.youtube.com/watch?v=aUVSLrTcGuY,https://www.youtube.com/watch?v=B8e6Ok1fKtk,,,
atikokan-river-waterway,Atikokan River,,https://www.youtube.com/watch?v=JXM97vZNZHs,,,,
back-river-waterway,Back River,,https://www.youtube.com/watch?v=RmzYtatnuVQ,,,,
baffin-bay-waterway,Baffin Bay,,https://www.youtube.com/watch?v=5sxvdGlx6Kc,,,,
cmlhci06g0003m2rxvk2z3kyo,Baie des Chaleurs,,https://www.youtube.com/watch?v=H5NIq6PXeeQ,https://www.youtube.com/watch?v=Dk3WZkkxouE,,,
bellot-strait-waterway,Bellot Strait,,https://www.youtube.com/watch?v=xnBlTkjUNIs,https://www.youtube.com/watch?v=p6mfrEQkgvo,,,
cmlhci06q0009m2rx52k6015h,Bonavista Bay,,https://www.youtube.com/watch?v=18LLAjNef_E,https://www.youtube.com/watch?v=svW1scFYKdg,,,
cmlhci06z000fm2rx9a0q3kpo,Burrard Inlet,,https://www.youtube.com/watch?v=8UVwd2yRTbw,https://www.youtube.com/watch?v=wvp_wQ56TdU,https://www.youtube.com/watch?v=cWZ4f53jI7E,,
chesterfield-inlet-waterway,Chesterfield Inlet,,https://www.youtube.com/watch?v=EqPe2rsnncs,https://www.youtube.com/watch?v=DH6DKtQ0wDM,,,
cmlhaslr1000um2zh1ohr52f9,Churchill River (Saskatchewan),,https://www.youtube.com/watch?v=WWxtI1LhH10,https://www.youtube.com/watch?v=1VTtt8M043o,https://www.youtube.com/watch?v=V0KNXy9r4hY,,
cmlhaslr7000wm2zhi88te1r4,Columbia River,,https://www.youtube.com/watch?v=jdYIY6pT9Qs,https://www.youtube.com/watch?v=aaV7_BQ3k2s,https://www.youtube.com/watch?v=jHhS24ENiQM,,
cmlhbjrqa000dm2mb7n6w7y4w,Coppermine River,,https://www.youtube.com/watch?v=bzaF2ygk354,,,,
cumberland-sound-waterway,Cumberland Sound,,https://www.youtube.com/watch?v=-4uOMnazhK0,,,,
davis-strait-waterway,Davis Strait,,https://www.youtube.com/watch?v=QJ0xe7fuGkQ,https://www.youtube.com/watch?v=rbwz5m5_L2g,,,
dean-channel-waterway,Dean Channel,,https://www.youtube.com/watch?v=27ZtOJxCTu8,https://www.youtube.com/watch?v=9Q_Gf4jf_-Q,,,
cmlhci072000hm2rxsiy2pofi,English Bay,,https://www.youtube.com/watch?v=3Q5RagtgnmM,https://www.youtube.com/watch?v=nfyii9ic1VE,https://www.youtube.com/watch?v=XMGkF6vYhYQ,,
foxe-basin-waterway,Foxe Basin,,https://www.youtube.com/watch?v=fcxF9jWu9dc,https://www.youtube.com/watch?v=4hkGn0sjOAg,,,
cmlhaslqs000om2zh7u6tr7m8,Fraser River,,https://www.youtube.com/watch?v=rtcg-jdnoAg,https://www.youtube.com/watch?v=p_IWBl1PLL4,https://www.youtube.com/watch?v=5d-gLMIaSzU,,
french-river-waterway,French River,,https://www.youtube.com/watch?v=qHYjTaZ8Jq0,https://www.youtube.com/watch?v=4ch1ud3GglA,,,
cmlhci075000jm2rxv7atyc59,Friendly Cove (Yuquot),,https://www.youtube.com/watch?v=o38gFc7dHhw,https://www.youtube.com/watch?v=jzjTCuam6-I,,,
frobisher-bay-waterway,Frobisher Bay,,https://www.youtube.com/watch?v=f9HMe2CFnfY,https://www.youtube.com/watch?v=Eahp0mtZJQY,,,
cmlhci06l0005m2rxruhm0g4o,Gaspé Bay,,https://www.youtube.com/watch?v=sgq1IemyXGU,https://www.youtube.com/watch?v=XXudH29pkTc,,,
cmlhci07b000nm2rxfad3b0er,Georgia Strait,,https://www.youtube.com/watch?v=UJIVM-TgZJ0,https://www.youtube.com/watch?v=TdNuXGY5JIQ,https://www.youtube.com/watch?v=F2KrH4QQnms,,
cmlhaslro0018m2zh54ssf898,Great Bear Lake,,https://www.youtube.com/watch?v=kJXBUbVwBNo,https://www.youtube.com/watch?v=Zg5deP8MRwI,https://www.youtube.com/watch?v=of88A0lOLCU,,
cmlhaslrl0016m2zh71casjqv,Great Slave Lake,,https://www.youtube.com/watch?v=KyYMaK6x14s,https://www.youtube.com/watch?v=9g9Yqa4cW4Q,https://www.youtube.com/watch?v=hK8PcL72mSc,,
cmligbkuv0001m20z88hvpgz2,Hayes River,,https://www.youtube.com/watch?v=WvaGBMXRxp8,https://www.youtube.com/watch?v=fGj9Xs8w6SI,,,
cmlhaslrt001cm2zh9tknhhbe,Hudson Bay,,https://www.youtube.com/watch?v=MG9emfuTQVc,https://www.youtube.com/watch?v=6T_q7Ng6N14,https://www.youtube.com/watch?v=RnvWzeTAN3c,,
cmlhaslrv001em2zheht25x94,James Bay,,https://www.youtube.com/watch?v=y4GD4ckvijE,https://www.youtube.com/watch?v=XUO-bLE2YrQ,https://www.youtube.com/watch?v=ugGIPbDIkm4,,
cmlhci078000lm2rxus8do5zj,Juan de Fuca Strait,,https://www.youtube.com/watch?v=ClJdkqr-YV0,https://www.youtube.com/watch?v=LasZ_YFPp-0,https://www.youtube.com/watch?v=Sm4RlTOGvM8,,
cmlizphim0001m2ybbm7btaxk,Kaministiquia River,,https://www.youtube.com/watch?v=8xfq9tZ6OJM,https://www.youtube.com/watch?v=M7aMWyZrd3Q,https://www.youtube.com/watch?v=bAsW9QnEEE4,,
cmlhaslrq001am2zhud0snm8t,Lake Athabasca,,https://www.youtube.com/watch?v=Atlihn_mek8,https://www.youtube.com/watch?v=kJzQtJtK4w8,,,
cmlhbjrqm000lm2mb54fxoup5,Lake Erie,,https://www.youtube.com/watch?v=o9qxZdszQWs,https://www.youtube.com/watch?v=b2ze9wVzMyo,https://www.youtube.com/watch?v=lLZDNKgJYDg,,
cmlhaslrc0010m2zhzbcapn1v,Lake Huron,,https://www.youtube.com/watch?v=YHstIA-PQKM,https://www.youtube.com/watch?v=Q7Q6tV6T7lE,https://www.youtube.com/watch?v=H94ApGZQ7IA,,
cmlhbjrqo000nm2mb16337n49,Lake Michigan,,https://www.youtube.com/watch?v=9gZRenhTOR0,https://www.youtube.com/watch?v=FbRF3YbZaaI,https://www.youtube.com/watch?v=R9LTwMtIAR0,,
cmlhbjrqu000rm2mb2jzjv5dc,Lake Nipigon,,https://www.youtube.com/watch?v=xZv57PjdFKQ,https://www.youtube.com/watch?v=7jcTvdkZgC0,,,
cmlhaslre0012m2zhg9f595d4,Lake Ontario,,https://www.youtube.com/watch?v=Xmtq8_T7Dck,https://www.youtube.com/watch?v=jzzyjrPK0ds,https://www.youtube.com/watch?v=nsjCSaRJb6Q,,
cmlhaslra000ym2zh4pyu55je,Lake Superior,,https://www.youtube.com/watch?v=eKQ6dLU7f3g,https://www.youtube.com/watch?v=mDCnduvku8w,https://www.youtube.com/watch?v=shfYWGqZMak,,
cmlhaslri0014m2zhlrrx8pqe,Lake Winnipeg,,https://www.youtube.com/watch?v=IAuy6f3pXao,https://www.youtube.com/watch?v=XBvFWM3gG9Q,https://www.youtube.com/watch?v=uMz-6NVdv48,,
cmlk2w3jm0002m2636jrqvptl,Lake of the Woods,,https://www.youtube.com/watch?v=UoQdXDeQz3U,https://www.youtube.com/watch?v=Xf2Ph7nvoOA,https://www.youtube.com/watch?v=RTlfPlRc9cQ,,
lancaster-sound-waterway,Lancaster Sound,,https://www.youtube.com/watch?v=FK1Ra_VoV_s,https://www.youtube.com/watch?v=Z5AnTPFtMYc,,,
cmlhbjrqx000tm2mb8efa6a4y,Lesser Slave Lake,,https://www.youtube.com/watch?v=YH9dsm5kAYY,https://www.youtube.com/watch?v=IUIV_O6VGhc,,,
cmlhci07g000rm2rxgqu76lmi,Lituya Bay,,https://www.youtube.com/watch?v=r7y76R8ggKw,https://www.youtube.com/watch?v=XGIXlk50yos,https://www.youtube.com/watch?v=Ph7ND3F0Zu4,,
cmlhaslqp000mm2zh1z4uc8lw,Mackenzie River,,https://www.youtube.com/watch?v=2WoA6WGT8JI,https://www.youtube.com/watch?v=i2jexPzNZbE,https://www.youtube.com/watch?v=umT32nGc5pg,,
cml_marble_island,Marble Island,,https://www.youtube.com/watch?v=SH1JxUCd9BE,,,,
mercy-bay-waterway,Mercy Bay,,https://www.youtube.com/watch?v=UMGazNWWfbs,https://www.youtube.com/watch?v=KyGBvDOIOsM,,,
cmligbkuz0003m20z3seyhxbw,Moose River,,https://www.youtube.com/watch?v=WXa4rEz9t1w,https://www.youtube.com/watch?v=DbTHWMmyQFo,,,
cmlhbjrpt0001m2mb70w5ub4a,Nelson River,,https://www.youtube.com/watch?v=bHb7nvsGKBo,https://www.youtube.com/watch?v=_IEq03whiNI,https://www.youtube.com/watch?v=w_NguVDSLQc,,
cmlhci06w000dm2rx3bn9gj7e,Nootka Sound,,https://www.youtube.com/watch?v=BZZ-QVcN3QM,https://www.youtube.com/watch?v=i5XHvFy7uTM,https://www.youtube.com/watch?v=LbCSYgGS8HE,,
cmlhaslqu000qm2zh7ssejohe,Ottawa River,,https://www.youtube.com/watch?v=-E7wsRXAaqY,https://www.youtube.com/watch?v=uAbMfC7ZnUk,https://www.youtube.com/watch?v=41otftouNao,,
parry-channel-waterway,Parry Channel,,https://www.youtube.com/watch?v=_mLUoL7fzDM,https://www.youtube.com/watch?v=y0t1LC0Ggng,,,
cmlhbjrpy0005m2mbsanafmlo,Peace River,,https://www.youtube.com/watch?v=jvHw-oXV5kM,https://www.youtube.com/watch?v=Sbuw_iFuidQ,https://www.youtube.com/watch?v=d5zQmTSAEVg,,
cmlhci06u000bm2rx0mhic71i,Placentia Bay,,https://www.youtube.com/watch?v=-A6GHo9WICg,https://www.youtube.com/watch?v=YUq72e6obC8,,,
cmlhci07e000pm2rxpaiz59r9,Queen Charlotte Sound,,https://www.youtube.com/watch?v=sRR-sDn9vbE,https://www.youtube.com/watch?v=JJv54gdhrd4,https://www.youtube.com/watch?v=an4R12V_G1E,,
queen-maud-gulf-waterway,Queen Maud Gulf,,https://www.youtube.com/watch?v=fvcB56WyTZw,https://www.youtube.com/watch?v=AWY120avqYE,,,
red-deer-river-alberta-waterway,Red Deer River,,https://www.youtube.com/watch?v=afBd3wUYoMw,https://www.youtube.com/watch?v=rHLrkXv2jUQ,,,
cmlhbjrq10007m2mb166687ob,Red River,,https://www.youtube.com/watch?v=t2xv32PwOTw,https://www.youtube.com/watch?v=D5sC5-zm4to,https://www.youtube.com/watch?v=5JRMcLqSBMg,,
cmlhbjrqs000pm2mb2n5b8ozi,Reindeer Lake,,https://www.youtube.com/watch?v=bzaF2ygk354,,,,
cmlhbjrqg000hm2mbrxd1csg3,Saguenay River,,https://www.youtube.com/watch?v=WPjICKOdaNw,https://www.youtube.com/watch?v=LSR1F4Dx19g,https://www.youtube.com/watch?v=mx_isSUsDA4,,
cmlhbjrqk000jm2mbu4c80xzn,Saint John River,,https://www.youtube.com/watch?v=Od4bySq3X3A,https://www.youtube.com/watch?v=QF8dlSvKU4A,https://www.youtube.com/watch?v=zBKF-wJCork,,
cmlhaslqy000sm2zhxfks60fd,Saskatchewan River,,https://www.youtube.com/watch?v=724EOMCRjhs,https://www.youtube.com/watch?v=1FipsvFkzuM,https://www.youtube.com/watch?v=GuKocrbyV8c,,
seine-river-ontario-waterway,Seine River,,https://www.youtube.com/watch?v=xyH8u_0wYQg,https://www.youtube.com/watch?v=xDVq1y9LoOw,,,
souris-river-waterway,Souris River,,https://www.youtube.com/watch?v=19YDWL7FDxI,,,,
cmlhaslql000km2zhocxl8zbv,St. Lawrence River,,https://www.youtube.com/watch?v=0wgqmHpK2tc,https://www.youtube.com/watch?v=zuPSz5BK1Kg,https://www.youtube.com/watch?v=jrOu8qDFYjw,,
cmlhci06o0007m2rx0b9040b1,Strait of Belle Isle,,https://www.youtube.com/watch?v=j6hJLI_Qgbg,https://www.youtube.com/watch?v=Whonzycnl40,https://www.youtube.com/watch?v=XIa4yt3kioQ,,
terror-bay-waterway,Terror Bay,,https://www.youtube.com/watch?v=UvI4ZpAR618,https://www.youtube.com/watch?v=_pclyCak3rY,,,
cmlhbjrqd000fm2mb9j2kl8w0,Thelon River,,https://www.youtube.com/watch?v=Ld_IY5k_2RM,https://www.youtube.com/watch?v=zT5gQWCyFcQ,,,
cmlhbjrq5000bm2mbpbrh6i7v,Yukon River,,https://www.youtube.com/watch?v=fOr8fLqhWpE,https://www.youtube.com/watch?v=8MdYfdoWI6E,https://www.youtube.com/watch?v=OdtDh-FhNko,,
